date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:02:38	59569/59569	---MCZ	200	added ('OK')	text/css	etag:W/%22611ab85f-e8b1%22	http://templates.fabric-lab.co/archios/css/navigation.css	./thestudiovs/templates.fabric-lab.co/archios/css/navigation.css	(from http://templates.fabric-lab.co/archios/index.html)
02:02:40	82328/82328	---MCZ	200	added ('OK')	text/css	etag:W/%22611ab85f-14198%22	http://templates.fabric-lab.co/archios/css/style.css	./thestudiovs/templates.fabric-lab.co/archios/css/style.css	(from http://templates.fabric-lab.co/archios/index.html)
02:02:40	3525/3525	---M--	200	added ('OK')	image/png	etag:%22611ab860-dc5%22	http://templates.fabric-lab.co/archios/images/logo.png	./thestudiovs/templates.fabric-lab.co/archios/images/logo.png	(from http://templates.fabric-lab.co/archios/index.html)
02:02:44	13264/13264	---MCZ	200	added ('OK')	text/html	etag:W/%226143c30d-33d0%22	http://templates.fabric-lab.co/archios/portfolio.html	./thestudiovs/templates.fabric-lab.co/archios/portfolio.html	(from http://templates.fabric-lab.co/archios/index.html)
02:02:45	12313/12313	---MCZ	200	added ('OK')	text/html	etag:W/%226143c30e-3019%22	http://templates.fabric-lab.co/archios/single-project.html	./thestudiovs/templates.fabric-lab.co/archios/single-project.html	(from http://templates.fabric-lab.co/archios/index.html)
02:02:48	19664/19664	---M--	200	added ('OK')	image/jpeg	etag:%22611ab87b-4cd0%22	http://templates.fabric-lab.co/archios/upload/architecture/member1.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/member1.jpg	(from http://templates.fabric-lab.co/archios/index.html)
02:02:50	22831/22831	---M--	200	added ('OK')	image/jpeg	etag:%22611ab87c-592f%22	http://templates.fabric-lab.co/archios/upload/architecture/member2.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/member2.jpg	(from http://templates.fabric-lab.co/archios/index.html)
02:02:50	21536/21536	---M--	200	added ('OK')	image/jpeg	etag:%22611ab87b-5420%22	http://templates.fabric-lab.co/archios/upload/architecture/member3.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/member3.jpg	(from http://templates.fabric-lab.co/archios/index.html)
02:02:51	9050/9050	---M--	200	added ('OK')	image/jpeg	etag:%22611ab87b-235a%22	http://templates.fabric-lab.co/archios/upload/architecture/tab1.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/tab1.jpg	(from http://templates.fabric-lab.co/archios/index.html)
02:03:09	82642/82642	---M--	200	added ('OK')	image/jpeg	etag:%22611ab87d-142d2%22	http://templates.fabric-lab.co/archios/upload/architecture/s2.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/s2.jpg	(from http://templates.fabric-lab.co/archios/index.html)
02:03:27	187326/187326	---M--	200	added ('OK')	image/jpeg	etag:%22611ab87c-2dbbe%22	http://templates.fabric-lab.co/archios/upload/architecture/s1.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/s1.jpg	(from http://templates.fabric-lab.co/archios/index.html)
02:03:29	16621/16621	---MCZ	200	added ('OK')	text/html	etag:W/%226143c30e-40ed%22	http://templates.fabric-lab.co/archios/single-post.html	./thestudiovs/templates.fabric-lab.co/archios/single-post.html	(from http://templates.fabric-lab.co/archios/index.html)
02:03:35	28577/28577	---M--	200	added ('OK')	image/jpeg	etag:%22611ab87d-6fa1%22	http://templates.fabric-lab.co/archios/upload/architecture/blog1.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/blog1.jpg	(from http://templates.fabric-lab.co/archios/index.html)
02:03:36	150781/150781	---M--	200	added ('OK')	image/jpeg	etag:%22611ab87d-24cfd%22	http://templates.fabric-lab.co/archios/upload/architecture/s3.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/s3.jpg	(from http://templates.fabric-lab.co/archios/index.html)
02:03:37	14337/14337	---MCZ	200	added ('OK')	text/html	etag:W/%226143c30d-3801%22	http://templates.fabric-lab.co/archios/blog.html	./thestudiovs/templates.fabric-lab.co/archios/blog.html	(from http://templates.fabric-lab.co/archios/index.html)
02:03:39	7955/7955	---M--	200	added ('OK')	image/jpeg	etag:%22611ab87d-1f13%22	http://templates.fabric-lab.co/archios/upload/architecture/blog2.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/blog2.jpg	(from http://templates.fabric-lab.co/archios/index.html)
02:03:41	3646/3646	---M--	200	added ('OK')	image/jpeg	etag:%22611ab88d-e3e%22	http://templates.fabric-lab.co/archios/upload/architecture/instagram/1.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/instagram/1.jpg	(from http://templates.fabric-lab.co/archios/index.html)
02:03:42	23540/23540	---M--	200	added ('OK')	image/jpeg	etag:%22611ab87e-5bf4%22	http://templates.fabric-lab.co/archios/upload/architecture/blog3.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/blog3.jpg	(from http://templates.fabric-lab.co/archios/index.html)
02:03:43	3594/3594	---M--	200	added ('OK')	image/jpeg	etag:%22611ab88d-e0a%22	http://templates.fabric-lab.co/archios/upload/architecture/instagram/2.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/instagram/2.jpg	(from http://templates.fabric-lab.co/archios/index.html)
02:03:44	3430/3430	---M--	200	added ('OK')	image/jpeg	etag:%22611ab88d-d66%22	http://templates.fabric-lab.co/archios/upload/architecture/instagram/3.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/instagram/3.jpg	(from http://templates.fabric-lab.co/archios/index.html)
02:03:45	3342/3342	---M--	200	added ('OK')	image/jpeg	etag:%22611ab88c-d0e%22	http://templates.fabric-lab.co/archios/upload/architecture/instagram/4.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/instagram/4.jpg	(from http://templates.fabric-lab.co/archios/index.html)
02:03:46	3314/3314	---M--	200	added ('OK')	image/jpeg	etag:%22611ab88c-cf2%22	http://templates.fabric-lab.co/archios/upload/architecture/instagram/5.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/instagram/5.jpg	(from http://templates.fabric-lab.co/archios/index.html)
02:03:47	3185/3185	---M--	200	added ('OK')	image/jpeg	etag:%22611ab88c-c71%22	http://templates.fabric-lab.co/archios/upload/architecture/instagram/6.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/instagram/6.jpg	(from http://templates.fabric-lab.co/archios/index.html)
02:03:48	3095/3095	---M--	200	added ('OK')	image/jpeg	etag:%22611ab88c-c17%22	http://templates.fabric-lab.co/archios/upload/architecture/instagram/7.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/instagram/7.jpg	(from http://templates.fabric-lab.co/archios/index.html)
02:03:49	2387/2387	---M--	200	added ('OK')	image/png	etag:%22611ab88c-953%22	http://templates.fabric-lab.co/archios/upload/architecture/instagram/8.png	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/instagram/8.png	(from http://templates.fabric-lab.co/archios/index.html)
02:03:53	10056/10056	---MCZ	200	added ('OK')	application/javascript	etag:W/%22611ab863-2748%22	http://templates.fabric-lab.co/archios/js/jquery.migrate.js	./thestudiovs/templates.fabric-lab.co/archios/js/jquery.migrate.js	(from http://templates.fabric-lab.co/archios/index.html)
02:03:56	89501/89501	---MCZ	200	added ('OK')	application/javascript	etag:W/%226143c3f9-15d9d%22	http://templates.fabric-lab.co/archios/js/jquery.min.js	./thestudiovs/templates.fabric-lab.co/archios/js/jquery.min.js	(from http://templates.fabric-lab.co/archios/index.html)
02:03:59	8277/8277	---MCZ	200	added ('OK')	application/javascript	etag:W/%22611ab865-2055%22	http://templates.fabric-lab.co/archios/js/jquery.nouislider.min.js	./thestudiovs/templates.fabric-lab.co/archios/js/jquery.nouislider.min.js	(from http://templates.fabric-lab.co/archios/index.html)
02:04:02	20751/20751	---MCZ	200	added ('OK')	application/javascript	etag:W/%22611ab862-510f%22	http://templates.fabric-lab.co/archios/js/jquery.magnific-popup.min.js	./thestudiovs/templates.fabric-lab.co/archios/js/jquery.magnific-popup.min.js	(from http://templates.fabric-lab.co/archios/index.html)
02:04:05	1042/1042	---MCZ	200	added ('OK')	application/javascript	etag:W/%22611ab863-412%22	http://templates.fabric-lab.co/archios/js/jquery.imagesloaded.min.js	./thestudiovs/templates.fabric-lab.co/archios/js/jquery.imagesloaded.min.js	(from http://templates.fabric-lab.co/archios/index.html)
02:04:08	37705/37705	---MCZ	200	added ('OK')	application/javascript	etag:W/%22611ab864-9349%22	http://templates.fabric-lab.co/archios/js/jquery.isotope.min.js	./thestudiovs/templates.fabric-lab.co/archios/js/jquery.isotope.min.js	(from http://templates.fabric-lab.co/archios/index.html)
02:04:11	19174/19174	---MCZ	200	added ('OK')	application/javascript	etag:W/%22611ab863-4ae6%22	http://templates.fabric-lab.co/archios/js/jquery.bxslider.min.js	./thestudiovs/templates.fabric-lab.co/archios/js/jquery.bxslider.min.js	(from http://templates.fabric-lab.co/archios/index.html)
02:04:11	253668/253668	---MCZ	200	added ('OK')	application/javascript	etag:W/%22611ab862-3dee4%22	http://templates.fabric-lab.co/archios/js/jquery-ui.min.js	./thestudiovs/templates.fabric-lab.co/archios/js/jquery-ui.min.js	(from http://templates.fabric-lab.co/archios/index.html)
02:04:13	17109/17109	---MCZ	200	added ('OK')	application/javascript	etag:W/%22611ab865-42d5%22	http://templates.fabric-lab.co/archios/js/jquery.flexslider.js	./thestudiovs/templates.fabric-lab.co/archios/js/jquery.flexslider.js	(from http://templates.fabric-lab.co/archios/index.html)
02:04:17	61768/61768	---MCZ	200	added ('OK')	application/javascript	etag:W/%22611ab865-f148%22	http://templates.fabric-lab.co/archios/js/bootstrap.min.js	./thestudiovs/templates.fabric-lab.co/archios/js/bootstrap.min.js	(from http://templates.fabric-lab.co/archios/index.html)
02:04:19	44342/44342	---MCZ	200	added ('OK')	application/javascript	etag:W/%22611ab864-ad36%22	http://templates.fabric-lab.co/archios/js/owl.carousel.min.js	./thestudiovs/templates.fabric-lab.co/archios/js/owl.carousel.min.js	(from http://templates.fabric-lab.co/archios/index.html)
02:04:21	536955/536955	---M--	200	added ('OK')	image/png	etag:%22611ab87e-8317b%22	http://templates.fabric-lab.co/archios/upload/architecture/transformational_designs.png	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/transformational_designs.png	(from http://templates.fabric-lab.co/archios/index.html)
02:04:21	11234/11234	---MCZ	200	added ('OK')	application/javascript	etag:W/%22611ab865-2be2%22	http://templates.fabric-lab.co/archios/js/pathLoader.js	./thestudiovs/templates.fabric-lab.co/archios/js/pathLoader.js	(from http://templates.fabric-lab.co/archios/index.html)
02:04:27	1485/1485	---MCZ	200	added ('OK')	application/javascript	etag:W/%22611ab862-5cd%22	http://templates.fabric-lab.co/archios/js/jquery.appear.js	./thestudiovs/templates.fabric-lab.co/archios/js/jquery.appear.js	(from http://templates.fabric-lab.co/archios/index.html)
02:04:27	64995/64995	---MCZ	200	added ('OK')	application/javascript	etag:W/%22611ab863-fde3%22	http://templates.fabric-lab.co/archios/js/jquery.themepunch.revolution.min.js	./thestudiovs/templates.fabric-lab.co/archios/js/jquery.themepunch.revolution.min.js	(from http://templates.fabric-lab.co/archios/index.html)
02:04:29	949/949	---MCZ	200	added ('OK')	application/javascript	etag:W/%22611ab863-3b5%22	http://templates.fabric-lab.co/archios/js/jquery.countTo.js	./thestudiovs/templates.fabric-lab.co/archios/js/jquery.countTo.js	(from http://templates.fabric-lab.co/archios/index.html)
02:04:31	110564/110564	---MCZ	200	added ('OK')	application/javascript	etag:W/%22611ab865-1afe4%22	http://templates.fabric-lab.co/archios/js/jquery.themepunch.tools.min.js	./thestudiovs/templates.fabric-lab.co/archios/js/jquery.themepunch.tools.min.js	(from http://templates.fabric-lab.co/archios/index.html)
02:04:31	11549/11549	---MCZ	200	added ('OK')	application/javascript	etag:W/%22611ab864-2d1d%22	http://templates.fabric-lab.co/archios/js/script.js	./thestudiovs/templates.fabric-lab.co/archios/js/script.js	(from http://templates.fabric-lab.co/archios/index.html)
02:04:31	31344/31344	---MCZ	200	added ('OK')	application/javascript	etag:W/%22611ab864-7a70%22	http://templates.fabric-lab.co/archios/js/gmap3.min.js	./thestudiovs/templates.fabric-lab.co/archios/js/gmap3.min.js	(from http://templates.fabric-lab.co/archios/index.html)
02:04:48	76764/76764	---M--	200	added ('OK')	application/octet-stream	etag:%22611ab871-12bdc%22	http://templates.fabric-lab.co/archios/css/fonts/fa-brands-400.woff2	./thestudiovs/templates.fabric-lab.co/archios/css/fonts/fa-brands-400.woff2	(from http://templates.fabric-lab.co/archios/css/font-awesome.min.css)
02:04:55	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22611ab86f-20cca%22	http://templates.fabric-lab.co/archios/css/fonts/fa-brands-400.eot	./thestudiovs/templates.fabric-lab.co/archios/css/fonts/fa-brands-400.eot	(from http://templates.fabric-lab.co/archios/css/font-awesome.min.css)
02:04:57	873460/873460	---M--	200	added ('OK')	image/jpeg	etag:%22611ab87c-d53f4%22	http://templates.fabric-lab.co/archios/upload/architecture/slide1.jpg	./thestudiovs/templates.fabric-lab.co/archios/upload/architecture/slide1.jpg	(from http://templates.fabric-lab.co/archios/index.html)
02:04:57	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22611ab86f-20cca%22	http://templates.fabric-lab.co/archios/css/fonts/fa-brands-400.eot?	./thestudiovs/templates.fabric-lab.co/archios/css/fonts/fa-brands-400d41d.eot	(from http://templates.fabric-lab.co/archios/css/font-awesome.min.css)
02:05:05	90060/90060	---M--	200	added ('OK')	application/font-woff	etag:%22611ab872-15fcc%22	http://templates.fabric-lab.co/archios/css/fonts/fa-brands-400.woff	./thestudiovs/templates.fabric-lab.co/archios/css/fonts/fa-brands-400.woff	(from http://templates.fabric-lab.co/archios/css/font-awesome.min.css)
02:05:09	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22611ab872-84f2%22	http://templates.fabric-lab.co/archios/css/fonts/fa-regular-400.eot	./thestudiovs/templates.fabric-lab.co/archios/css/fonts/fa-regular-400.eot	(from http://templates.fabric-lab.co/archios/css/font-awesome.min.css)
02:05:11	13276/13276	---M--	200	added ('OK')	application/octet-stream	etag:%22611ab86d-33dc%22	http://templates.fabric-lab.co/archios/css/fonts/fa-regular-400.woff2	./thestudiovs/templates.fabric-lab.co/archios/css/fonts/fa-regular-400.woff2	(from http://templates.fabric-lab.co/archios/css/font-awesome.min.css)
02:05:15	16276/16276	---M--	200	added ('OK')	application/font-woff	etag:%22611ab86e-3f94%22	http://templates.fabric-lab.co/archios/css/fonts/fa-regular-400.woff	./thestudiovs/templates.fabric-lab.co/archios/css/fonts/fa-regular-400.woff	(from http://templates.fabric-lab.co/archios/css/font-awesome.min.css)
02:05:19	747545/747545	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22611ab86f-b6819%22	http://templates.fabric-lab.co/archios/css/fonts/fa-brands-400.svg	./thestudiovs/templates.fabric-lab.co/archios/css/fonts/fa-brands-400.svg	(from http://templates.fabric-lab.co/archios/css/font-awesome.min.css)
02:05:21	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22611ab872-84f2%22	http://templates.fabric-lab.co/archios/css/fonts/fa-regular-400.eot?	./thestudiovs/templates.fabric-lab.co/archios/css/fonts/fa-regular-400d41d.eot	(from http://templates.fabric-lab.co/archios/css/font-awesome.min.css)
02:05:23	134040/134040	---M--	200	added ('OK')	application/octet-stream	etag:%22611ab872-20b98%22	http://templates.fabric-lab.co/archios/css/fonts/fa-brands-400.ttf	./thestudiovs/templates.fabric-lab.co/archios/css/fonts/fa-brands-400.ttf	(from http://templates.fabric-lab.co/archios/css/font-awesome.min.css)
02:05:23	33736/33736	---M--	200	added ('OK')	application/octet-stream	etag:%22611ab870-83c8%22	http://templates.fabric-lab.co/archios/css/fonts/fa-regular-400.ttf	./thestudiovs/templates.fabric-lab.co/archios/css/fonts/fa-regular-400.ttf	(from http://templates.fabric-lab.co/archios/css/font-awesome.min.css)
02:05:25	144714/144714	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22611ab86c-2354a%22	http://templates.fabric-lab.co/archios/css/fonts/fa-regular-400.svg	./thestudiovs/templates.fabric-lab.co/archios/css/fonts/fa-regular-400.svg	(from http://templates.fabric-lab.co/archios/css/font-awesome.min.css)
02:05:41	78196/78196	---M--	200	added ('OK')	application/octet-stream	etag:%22611ab871-13174%22	http://templates.fabric-lab.co/archios/css/fonts/fa-solid-900.woff2	./thestudiovs/templates.fabric-lab.co/archios/css/fonts/fa-solid-900.woff2	(from http://templates.fabric-lab.co/archios/css/font-awesome.min.css)
02:05:47	101652/101652	---M--	200	added ('OK')	application/font-woff	etag:%22611ab870-18d14%22	http://templates.fabric-lab.co/archios/css/fonts/fa-solid-900.woff	./thestudiovs/templates.fabric-lab.co/archios/css/fonts/fa-solid-900.woff	(from http://templates.fabric-lab.co/archios/css/font-awesome.min.css)
02:06:02	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22611ab86d-31916%22	http://templates.fabric-lab.co/archios/css/fonts/fa-solid-900.eot	./thestudiovs/templates.fabric-lab.co/archios/css/fonts/fa-solid-900.eot	(from http://templates.fabric-lab.co/archios/css/font-awesome.min.css)
02:06:04	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22611ab86d-31916%22	http://templates.fabric-lab.co/archios/css/fonts/fa-solid-900.eot?	./thestudiovs/templates.fabric-lab.co/archios/css/fonts/fa-solid-900d41d.eot	(from http://templates.fabric-lab.co/archios/css/font-awesome.min.css)
02:06:09	918991/918991	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22611ab870-e05cf%22	http://templates.fabric-lab.co/archios/css/fonts/fa-solid-900.svg	./thestudiovs/templates.fabric-lab.co/archios/css/fonts/fa-solid-900.svg	(from http://templates.fabric-lab.co/archios/css/font-awesome.min.css)
02:06:18	45108/45108	---M--	200	added ('OK')	application/octet-stream	etag:%22611ab871-b034%22	http://templates.fabric-lab.co/archios/css/fonts/line-awesome.woff2?v=1.1.	./thestudiovs/templates.fabric-lab.co/archios/css/fonts/line-awesomeeb4f.woff2	(from http://templates.fabric-lab.co/archios/css/line-awesome.min.css)
02:06:22	202744/202744	---M--	200	added ('OK')	application/octet-stream	etag:%22611ab86c-317f8%22	http://templates.fabric-lab.co/archios/css/fonts/fa-solid-900.ttf	./thestudiovs/templates.fabric-lab.co/archios/css/fonts/fa-solid-900.ttf	(from http://templates.fabric-lab.co/archios/css/font-awesome.min.css)
02:06:23	112916/112916	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22611ab86d-1b914%22	http://templates.fabric-lab.co/archios/css/fonts/line-awesome.eot?v=1.1.	./thestudiovs/templates.fabric-lab.co/archios/css/fonts/line-awesomeeb4f.eot	(from http://templates.fabric-lab.co/archios/css/line-awesome.min.css)
02:06:25	112916/112916	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22611ab86d-1b914%22	http://templates.fabric-lab.co/archios/css/fonts/line-awesome.eot??v=1.1.	./thestudiovs/templates.fabric-lab.co/archios/css/fonts/line-awesome0176.eot	(from http://templates.fabric-lab.co/archios/css/line-awesome.min.css)
02:06:29	57436/57436	---M--	200	added ('OK')	application/font-woff	etag:%22611ab86f-e05c%22	http://templates.fabric-lab.co/archios/css/fonts/line-awesome.woff?v=1.1.	./thestudiovs/templates.fabric-lab.co/archios/css/fonts/line-awesomeeb4f.woff	(from http://templates.fabric-lab.co/archios/css/line-awesome.min.css)
02:06:29	178/178	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Jul%202025%2020:36:25%20GMT	http://templates.fabric-lab.co/archios/css/owl.video.play.png	./thestudiovs/templates.fabric-lab.co/archios/css/owl.video.play.50.delayed	(from http://templates.fabric-lab.co/archios/css/owl.carousel.css)
02:06:33	6992/6992	---M--	200	added ('OK')	image/png	etag:%22611ab861-1b50%22	http://templates.fabric-lab.co/archios/images/ui-icons_444444_256x240.png	./thestudiovs/templates.fabric-lab.co/archios/images/ui-icons_444444_256x240.png	(from http://templates.fabric-lab.co/archios/css/jquery-ui.min.css)
02:06:33	6988/6988	---M--	200	added ('OK')	image/png	etag:%22611ab861-1b4c%22	http://templates.fabric-lab.co/archios/images/ui-icons_555555_256x240.png	./thestudiovs/templates.fabric-lab.co/archios/images/ui-icons_555555_256x240.png	(from http://templates.fabric-lab.co/archios/css/jquery-ui.min.css)
02:06:35	6299/6299	---M--	200	added ('OK')	image/png	etag:%22611ab861-189b%22	http://templates.fabric-lab.co/archios/images/ui-icons_ffffff_256x240.png	./thestudiovs/templates.fabric-lab.co/archios/images/ui-icons_ffffff_256x240.png	(from http://templates.fabric-lab.co/archios/css/jquery-ui.min.css)
02:06:37	4549/4549	---M--	200	added ('OK')	image/png	etag:%22611ab860-11c5%22	http://templates.fabric-lab.co/archios/images/ui-icons_777620_256x240.png	./thestudiovs/templates.fabric-lab.co/archios/images/ui-icons_777620_256x240.png	(from http://templates.fabric-lab.co/archios/css/jquery-ui.min.css)
02:06:37	433695/433695	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22611ab871-69e1f%22	http://templates.fabric-lab.co/archios/css/fonts/line-awesome.svg?v=1.1.	./thestudiovs/templates.fabric-lab.co/archios/css/fonts/line-awesomeeb4f.svg	(from http://templates.fabric-lab.co/archios/css/line-awesome.min.css)
02:06:39	4549/4549	---M--	200	added ('OK')	image/png	etag:%22611ab860-11c5%22	http://templates.fabric-lab.co/archios/images/ui-icons_cc0000_256x240.png	./thestudiovs/templates.fabric-lab.co/archios/images/ui-icons_cc0000_256x240.png	(from http://templates.fabric-lab.co/archios/css/jquery-ui.min.css)
02:06:39	112728/112728	---M--	200	added ('OK')	application/octet-stream	etag:%22611ab86e-1b858%22	http://templates.fabric-lab.co/archios/css/fonts/line-awesome.ttf?v=1.1.	./thestudiovs/templates.fabric-lab.co/archios/css/fonts/line-awesomeeb4f.ttf	(from http://templates.fabric-lab.co/archios/css/line-awesome.min.css)
02:06:41	6999/6999	---M--	200	added ('OK')	image/png	etag:%22611ab860-1b57%22	http://templates.fabric-lab.co/archios/images/ui-icons_777777_256x240.png	./thestudiovs/templates.fabric-lab.co/archios/images/ui-icons_777777_256x240.png	(from http://templates.fabric-lab.co/archios/css/jquery-ui.min.css)
02:06:41	178/178	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Jul%202025%2020:36:39%20GMT	http://templates.fabric-lab.co/archios/images/bx_loader.gif	./thestudiovs/templates.fabric-lab.co/archios/images/bx_loader.gif	(from http://templates.fabric-lab.co/archios/css/jquery.bxslider.css)
02:06:41	178/178	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2005%20Jul%202025%2020:36:41%20GMT	http://templates.fabric-lab.co/archios/css/images/controls.png	./thestudiovs/templates.fabric-lab.co/archios/css/images/controls.png	(from http://templates.fabric-lab.co/archios/css/jquery.bxslider.css)
02:06:42	12136/12136	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22611ab879-2f68%22	http://templates.fabric-lab.co/archios/fonts/revicons/revicons.eot?5510888	./thestudiovs/templates.fabric-lab.co/archios/fonts/revicons/revicons90c6.eot	(from http://templates.fabric-lab.co/archios/css/settings.css)
02:06:43	7536/7536	---M--	200	added ('OK')	application/font-woff	etag:%22611ab879-1d70%22	http://templates.fabric-lab.co/archios/fonts/revicons/revicons.woff?5510888	./thestudiovs/templates.fabric-lab.co/archios/fonts/revicons/revicons90c6.woff	(from http://templates.fabric-lab.co/archios/css/settings.css)
02:06:44	11968/11968	---M--	200	added ('OK')	application/octet-stream	etag:%22611ab87a-2ec0%22	http://templates.fabric-lab.co/archios/fonts/revicons/revicons.ttf?5510888	./thestudiovs/templates.fabric-lab.co/archios/fonts/revicons/revicons90c6.ttf	(from http://templates.fabric-lab.co/archios/css/settings.css)
